sample,SampleID,BioSampleID,StudyID,sample_type,collection_date,lat,lon,SRA accession,NCBI Biosample,GOLD_analysis_projectID,GOLD_sequencing_projectID,sequencing_type,amplicon_target,F_primer,R_primer,id_fixed,sample_input_complete,SampleName,ProjectID,Biosample,JGI_study,JGI_biosample,geo_loc_name,GAZ_id,NOAA_Site,env_canada_site,env_Kenya_site,env_broad_scale,env_local_scale,env_medium,keywords,depth,depth_sediment,depth_at_sampling_location,size_frac_low,size_frac_up,pH,temp,sulfate,sulfide,calcium,potassium,magnesium,silicate,diss_oxygen,conduc,secchi,turbidity,part_microcyst,diss_microcyst,ext_phyco,ext_microcyst,ext_Anatox,chlorophyll,Phosphate,tot_phos,diss_phosp,soluble_react_phosp,ammonium,ammonia,nitrate,Nitrate_Nitrite,nitrite,urea,tot_nit,part_org_nitro,part_org_carb,diss_org_carb,Col_DOM,H2O2,suspend_part_matter,suspend_vol_solid,microcystis_count,planktothrix_count,anabaena_D_count,cylindrospermopsis_count,ice_cover,chlorophyll_fluoresence,samp_collect_device,modified_or_experimental,is_isolate,is_blank_neg_control,is_mock_community_or_pos_control,samp_vol_we_dna_ext,filtration_duration,qPCR_total,qPCR_mcyE,qPCR_sxtA,green_algae,bluegreen,diatoms,crypto,tot_microcyst_lcmsms,attenuation,transmission,par,sky,wave_height,wind_speed,atmospheric_temp,barometric_press,sortchem,phyco_fluoresence,salinity,particulate_cyl,orp,replicate_id,cyano_sonde,total_sonde,amended_site_name,station_description,host,host_disease,bco_dmo_dataset,Notes,date,date_same_year,year,Accession_Number,description,coassembly_samples,notes
samp_4389,samp_4389,bios_4389,set_41,metagenome,2020-07-30T13:53:00,43.6673,-83.8078,SRR33841090,SAMN48911773,NA,NA,NA,NA,NA,NA,TRUE,NA,8761-SRC-62,PRJNA1190886,SAMN48911773,NA,NA,Lake Huron,GAZ:00000135,SB2,NA,NA,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],HABs,0.75,NA,4.48,NA,3,NA,25.4,NA,NA,NA,NA,NA,NA,8.57,294.1,1.5,4.94,2.39,0.28,49.56,NA,NA,4.92,NA,25.91,5.44,3.24,NA,3.23,NA,0.019,NA,NA,NA,0.3,2.24,NA,1.03,NA,7.95,4.65,NA,NA,NA,NA,NA,NA,Niskin,NA,NA,NA,NA,75.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sunny,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-07-30T13:53:00Z,2000-07-30T13:53:00Z,2020,NA,NA,NA,NA
samp_4390,samp_4390,bios_4390,set_41,metagenome,2020-07-30T12:39:00,43.7383,-83.6408,SRR33841079,SAMN48911774,NA,NA,NA,NA,NA,NA,TRUE,NA,8761-SRC-63,PRJNA1190886,SAMN48911774,NA,NA,Lake Huron,GAZ:00000135,SB14,NA,NA,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],HABs,0.75,NA,4.41,NA,3,NA,24.9,NA,NA,NA,NA,NA,NA,7.61,264.9,2.0,2,0.76,0.24,8.71,NA,NA,2.62,NA,13.09,3.54,6.78,NA,3.58,NA,0.114,NA,NA,NA,0.15,1.06,NA,0.66,NA,3.65,2.6,NA,NA,NA,NA,NA,NA,Niskin,NA,NA,NA,NA,150.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sunny,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-07-30T12:39:00Z,2000-07-30T12:39:00Z,2020,NA,NA,NA,NA
samp_4391,samp_4391,bios_4391,set_41,metagenome,2020-08-28T13:15:00,43.6401667,-83.661,SRR33841068,SAMN48911775,NA,NA,NA,NA,NA,NA,TRUE,NA,8761-SRC-64,PRJNA1190886,SAMN48911775,NA,NA,Lake Huron,GAZ:00000135,SB1,NA,NA,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],HABs,0.75,NA,4.43,NA,3,NA,24.6,NA,NA,NA,NA,NA,NA,7.28,287.1,1.0,8.53,0.28,0.27,5.81,NA,NA,16.15,NA,27.6,5.43,3.63,NA,2.72,NA,0.006,NA,NA,NA,0.18,2.44,NA,0.78,NA,10.53,5.07,NA,NA,NA,NA,NA,NA,Niskin,NA,NA,NA,NA,50.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,rainy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-08-28T13:15:00Z,2000-08-28T13:15:00Z,2020,NA,NA,NA,NA
samp_4392,samp_4392,bios_4392,set_41,metagenome,2020-08-28T14:00:00,43.6666667,-83.806833,SRR33841061,SAMN48911776,NA,NA,NA,NA,NA,NA,TRUE,NA,8761-SRC-65,PRJNA1190886,SAMN48911776,NA,NA,Lake Huron,GAZ:00000135,SB2,NA,NA,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],HABs,0.75,NA,4.56,NA,3,NA,24.5,NA,NA,NA,NA,NA,NA,7.34,317.6,1.0,8.32,0.29,NA,8.45,NA,NA,22.04,NA,34.79,5.51,3.86,NA,3.41,NA,0.008,NA,NA,NA,0.2,1.91,NA,1.01,NA,10.47,3,NA,NA,NA,NA,NA,NA,Niskin,NA,NA,NA,NA,75.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mostly cloudy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-08-28T14:00:00Z,2000-08-28T14:00:00Z,2020,NA,NA,NA,NA
samp_4393,samp_4393,bios_4393,set_41,metagenome,2020-08-28T12:37:00,43.7383333,-83.640833,SRR33841060,SAMN48911777,NA,NA,NA,NA,NA,NA,TRUE,NA,8761-SRC-66,PRJNA1190886,SAMN48911777,NA,NA,Lake Huron,GAZ:00000135,SB14,NA,NA,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],HABs,0.75,NA,4.39,NA,3,NA,24.3,NA,NA,NA,NA,NA,NA,7.37,264.9,1.0,8.49,0.51,NA,14.7,NA,NA,17.5,NA,28.95,5.13,4.73,NA,4.08,NA,0.006,NA,NA,NA,0.18,2.47,NA,0.67,NA,11.6,5.27,NA,NA,NA,NA,NA,NA,Niskin,NA,NA,NA,NA,75.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-08-28T12:37:00Z,2000-08-28T12:37:00Z,2020,NA,NA,NA,NA
samp_4394,samp_4394,bios_4394,set_41,metagenome,2020-09-24T11:48:00,43.64016667,-83.661,SRR33841059,SAMN48911778,NA,NA,NA,NA,NA,NA,TRUE,NA,8761-SRC-67,PRJNA1190886,SAMN48911778,NA,NA,Lake Huron,GAZ:00000135,SB1,NA,NA,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],HABs,0.75,NA,4.18,NA,3,NA,16.7,NA,NA,NA,NA,NA,NA,8.99,296.2,1.5,3.88,0.13,NA,3.07,NA,NA,6.19,NA,17.59,4.34,7.15,NA,1.77,NA,0.002,NA,NA,NA,0.22,1.81,NA,0.68,NA,6.93,6.6,NA,NA,NA,NA,NA,NA,Niskin,NA,NA,NA,NA,50.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,partly cloudy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-09-24T11:48:00Z,2000-09-24T11:48:00Z,2020,NA,NA,NA,NA
samp_4395,samp_4395,bios_4395,set_41,metagenome,2020-09-24T12:28:00,43.66666667,-83.80683333,SRR33841058,SAMN48911779,NA,NA,NA,NA,NA,NA,TRUE,NA,8761-SRC-68,PRJNA1190886,SAMN48911779,NA,NA,Lake Huron,GAZ:00000135,SB2,NA,NA,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],HABs,0.75,NA,4.37,NA,3,NA,17.2,NA,NA,NA,NA,NA,NA,8.66,349.5,1.5,4.09,NA,NA,3.25,NA,NA,7.91,NA,21.52,4.42,5.56,NA,4.43,NA,0.097,NA,NA,NA,0.09,0.73,NA,1.04,NA,7,7.13,NA,NA,NA,NA,NA,NA,Niskin,NA,NA,NA,NA,50.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mostly sunny,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-09-24T12:28:00Z,2000-09-24T12:28:00Z,2020,NA,NA,NA,NA
samp_4396,samp_4396,bios_4396,set_41,metagenome,2020-09-24T11:05:00,43.73833333,-83.64083333,SRR33841057,SAMN48911780,NA,NA,NA,NA,NA,NA,TRUE,NA,8761-SRC-69,PRJNA1190886,SAMN48911780,NA,NA,Lake Huron,GAZ:00000135,SB14,NA,NA,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],HABs,0.75,NA,4.13,NA,3,NA,16.9,NA,NA,NA,NA,NA,NA,8.96,321.3,1.5,3.08,0.1,NA,3.66,NA,NA,6.96,NA,18.83,5.02,3.95,NA,2.39,NA,0.002,NA,NA,NA,0.21,1.62,NA,0.79,NA,5.73,4.7,NA,NA,NA,NA,NA,NA,Niskin,NA,NA,NA,NA,75.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,clear,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-09-24T11:05:00Z,2000-09-24T11:05:00Z,2020,NA,NA,NA,NA
samp_4397,samp_4397,bios_4397,set_41,metagenome,2021-07-28T12:35:00,43.64016667,-83.661,SRR33841056,SAMN48911781,NA,NA,NA,NA,NA,NA,TRUE,NA,8761-SRC-73,PRJNA1190886,SAMN48911781,NA,NA,Lake Huron,GAZ:00000135,SB1,NA,NA,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],HABs,0.75,NA,3.93,NA,3,NA,25.8,NA,NA,NA,NA,NA,NA,8.29,313.8,1.3,5.2,0.43,0.12,12.27,NA,NA,19.24,NA,25.11,8.11,5.63,NA,3.76,NA,0.421,NA,NA,NA,0.31,2.44,NA,1.15,NA,10.6,6.44,NA,NA,NA,NA,NA,NA,Niskin,NA,NA,NA,NA,50.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,31.5,1259,partly cloudy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-28T12:35:00Z,2000-07-28T12:35:00Z,2021,NA,NA,NA,NA
samp_4398,samp_4398,bios_4398,set_41,metagenome,2021-07-28T13:20:00,43.66666667,-83.80683333,SRR33841089,SAMN48911782,NA,NA,NA,NA,NA,NA,TRUE,NA,8761-SRC-74,PRJNA1190886,SAMN48911782,NA,NA,Lake Huron,GAZ:00000135,SB2,NA,NA,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],HABs,0.75,NA,4.06,NA,3,NA,25.7,NA,NA,NA,NA,NA,NA,7.32,341.9,1.5,3.23,0.73,NA,15.84,NA,NA,21.91,NA,32.95,8.19,5.78,NA,3.13,NA,0.359,NA,NA,NA,0.31,2.24,NA,1.5,NA,7.67,5.27,NA,NA,NA,NA,NA,NA,Niskin,NA,NA,NA,NA,50.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,39.5,1142,partly cloudy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-28T13:20:00Z,2000-07-28T13:20:00Z,2021,NA,NA,NA,NA
samp_4399,samp_4399,bios_4399,set_41,metagenome,2021-07-28T11:55:00,43.73833333,-83.64083333,SRR33841088,SAMN48911783,NA,NA,NA,NA,NA,NA,TRUE,NA,8761-SRC-75,PRJNA1190886,SAMN48911783,NA,NA,Lake Huron,GAZ:00000135,SB14,NA,NA,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],HABs,0.75,NA,3.98,NA,3,NA,24.7,NA,NA,NA,NA,NA,NA,7.18,278.6,1.3,3.94,0.22,0.12,12.03,NA,NA,19.18,NA,22.34,7.03,4.76,NA,2.72,NA,0.213,NA,NA,NA,0.31,2.53,NA,0.59,NA,7.83,4.73,NA,NA,NA,NA,NA,NA,Niskin,NA,NA,NA,NA,50.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3,34.4,980,clear,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-28T11:55:00Z,2000-07-28T11:55:00Z,2021,NA,NA,NA,NA
samp_4400,samp_4400,bios_4400,set_41,metagenome,2021-08-26T11:25:00,43.6394,-83.6621,SRR33841087,SAMN48911784,NA,NA,NA,NA,NA,NA,TRUE,NA,8761-SRC-76,PRJNA1190886,SAMN48911784,NA,NA,Lake Huron,GAZ:00000135,SB1,NA,NA,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],HABs,0.75,NA,3.99,NA,3,NA,26.6,NA,NA,NA,NA,NA,NA,6.96,282.4,1.0,6.01,0.33,NA,5.09,NA,NA,20.41,NA,24.85,17.51,5.02,NA,2.37,NA,0.012,NA,NA,NA,0.34,3.12,NA,0.66,NA,11.4,6.4,NA,NA,NA,NA,NA,NA,Niskin,NA,NA,NA,NA,50.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7,18.9,1011,sunny,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-26T11:25:00Z,2000-08-26T11:25:00Z,2021,NA,NA,NA,NA
samp_4401,samp_4401,bios_4401,set_41,metagenome,2021-08-26T12:06:00,43.6676,-83.8078,SRR33841086,SAMN48911785,NA,NA,NA,NA,NA,NA,TRUE,NA,8761-SRC-77,PRJNA1190886,SAMN48911785,NA,NA,Lake Huron,GAZ:00000135,SB2,NA,NA,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],HABs,0.75,NA,4.17,NA,3,NA,26.7,NA,NA,NA,NA,NA,NA,7.35,335.4,1.0,4.44,1.19,NA,15.23,NA,NA,34.32,NA,38.58,12.72,4.84,NA,2.32,NA,0.023,NA,NA,NA,0.39,3.04,NA,1.08,NA,10.1,6.4,NA,NA,NA,NA,NA,NA,Niskin,NA,NA,NA,NA,50.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,22.1,775,sunny,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-26T12:06:00Z,2000-08-26T12:06:00Z,2021,NA,NA,NA,NA
samp_4402,samp_4402,bios_4402,set_41,metagenome,2021-08-26T10:49:00,43.7382,-83.6396,SRR33841085,SAMN48911786,NA,NA,NA,NA,NA,NA,TRUE,NA,8761-SRC-78,PRJNA1190886,SAMN48911786,NA,NA,Lake Huron,GAZ:00000135,SB14,NA,NA,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],HABs,0.75,NA,3.99,NA,3,NA,25.8,NA,NA,NA,NA,NA,NA,8.19,239.3,1.5,6.14,NA,NA,11.32,NA,NA,11.21,NA,20.05,9.3,4.55,NA,1.3,NA,0.008,NA,NA,NA,0.18,1.56,NA,0.66,NA,5.56,3.72,NA,NA,NA,NA,NA,NA,Niskin,NA,NA,NA,NA,100.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,39.1,542,sunny,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-26T10:49:00Z,2000-08-26T10:49:00Z,2021,NA,NA,NA,NA
samp_4403,samp_4403,bios_4403,set_41,metagenome,2021-09-10T11:29:00,43.64016667,-83.661,SRR33841084,SAMN48911787,NA,NA,NA,NA,NA,NA,TRUE,NA,8761-SRC-79,PRJNA1190886,SAMN48911787,NA,NA,Lake Huron,GAZ:00000135,SB1,NA,NA,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],HABs,0.75,NA,3.89,NA,3,NA,20.0,NA,NA,NA,NA,NA,NA,7.82,329.0,0.8,7.16,0.12,NA,24.14,NA,NA,31.98,NA,37.03,11.03,9.95,NA,3.85,NA,0.014,NA,NA,NA,0.38,3.24,NA,1.25,NA,12.16,6.64,NA,NA,NA,NA,NA,NA,Niskin,NA,NA,NA,NA,50.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,19.7,554,sunny,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-09-10T11:29:00Z,2000-09-10T11:29:00Z,2021,NA,NA,NA,NA
samp_4404,samp_4404,bios_4404,set_41,metagenome,2021-09-10T12:08:00,43.66666667,-83.80683333,SRR33841083,SAMN48911788,NA,NA,NA,NA,NA,NA,TRUE,NA,8761-SRC-80,PRJNA1190886,SAMN48911788,NA,NA,Lake Huron,GAZ:00000135,SB2,NA,NA,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],HABs,0.75,NA,4.11,NA,3,NA,20.8,NA,NA,NA,NA,NA,NA,8.86,293.3,1.0,6.43,NA,NA,16.17,NA,NA,23.47,NA,38.67,12.64,6.6,NA,3.3,NA,0.01,NA,NA,NA,0.32,2.66,NA,0.89,NA,10.08,5.4,NA,NA,NA,NA,NA,NA,Niskin,NA,NA,NA,NA,50.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,24.6,884,sunny,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-09-10T12:08:00Z,2000-09-10T12:08:00Z,2021,NA,NA,NA,NA
samp_4405,samp_4405,bios_4405,set_41,metagenome,2021-09-10T10:46:00,43.73833333,-83.64083333,SRR33841082,SAMN48911789,NA,NA,NA,NA,NA,NA,TRUE,NA,8761-SRC-81,PRJNA1190886,SAMN48911789,NA,NA,Lake Huron,GAZ:00000135,SB14,NA,NA,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],HABs,0.75,NA,4.12,NA,3,NA,20.7,NA,NA,NA,NA,NA,NA,8.79,267.0,1.0,5.81,NA,NA,7.86,NA,NA,20.15,NA,30.32,11.13,7.66,NA,3.93,NA,0.011,NA,NA,NA,0.37,3.56,NA,0.82,NA,13.07,8.31,NA,NA,NA,NA,NA,NA,Niskin,NA,NA,NA,NA,50.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3,20.9,768,sunny,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-09-10T10:46:00Z,2000-09-10T10:46:00Z,2021,NA,NA,NA,NA
samp_4406,samp_4406,bios_4406,set_41,metagenome,2022-06-23T14:12:00,43.64016667,-83.661,SRR33841081,SAMN48911790,NA,NA,NA,NA,NA,NA,TRUE,NA,8761-SRC-82,PRJNA1190886,SAMN48911790,NA,NA,Lake Huron,GAZ:00000135,SB1,NA,NA,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],HABs,0.75,NA,4.11,NA,3,NA,23.3,NA,NA,NA,NA,NA,NA,8.1,378.4,0.7,6.27,0.47,NA,3.77,NA,NA,22.81,NA,34.41,10.57,0.53,NA,2.97,0.233,NA,NA,NA,NA,NA,NA,NA,1.656,NA,11.48,5.92,NA,NA,NA,NA,NA,NA,Niskin,NA,NA,NA,NA,50.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7,14.8,717,clear,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-23T14:12:00Z,2000-06-23T14:12:00Z,2022,NA,NA,NA,NA
samp_4407,samp_4407,bios_4407,set_41,metagenome,2022-06-23T15:14:00,43.66666667,-83.80683333,SRR33841080,SAMN48911791,NA,NA,NA,NA,NA,NA,TRUE,NA,8761-SRC-83,PRJNA1190886,SAMN48911791,NA,NA,Lake Huron,GAZ:00000135,SB2,NA,NA,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],HABs,0.75,NA,4.16,NA,3,NA,23.8,NA,NA,NA,NA,NA,NA,7.8,377.0,2.0,3.37,0.24,NA,1.23,NA,NA,11.5,NA,25.68,12.67,0.51,NA,3.77,0.344,NA,NA,NA,NA,NA,NA,NA,1.39,NA,6.12,2.76,NA,NA,NA,NA,NA,NA,Niskin,NA,NA,NA,NA,100.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,54.5,1282,clear,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-23T15:14:00Z,2000-06-23T15:14:00Z,2022,NA,NA,NA,NA
samp_4408,samp_4408,bios_4408,set_41,metagenome,2022-06-23T13:35:00,43.73833333,-83.64083333,SRR33841078,SAMN48911792,NA,NA,NA,NA,NA,NA,TRUE,NA,8761-SRC-84,PRJNA1190886,SAMN48911792,NA,NA,Lake Huron,GAZ:00000135,SB14,NA,NA,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],HABs,0.75,NA,3.82,NA,3,NA,22.7,NA,NA,NA,NA,NA,NA,8.2,363.2,1.5,3.36,0.31,NA,1,NA,NA,17.55,NA,25.15,9.72,0.21,NA,3.18,0.301,NA,NA,NA,NA,NA,NA,NA,1.315,NA,6.68,3.96,NA,NA,NA,NA,NA,NA,Niskin,NA,NA,NA,NA,50.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,48.4,1157,clear,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-23T13:35:00Z,2000-06-23T13:35:00Z,2022,NA,NA,NA,NA
samp_4409,samp_4409,bios_4409,set_41,metagenome,2022-07-22T11:12:00,43.64016667,-83.661,SRR33841077,SAMN48911793,NA,NA,NA,NA,NA,NA,TRUE,NA,8761-SRC-85,PRJNA1190886,SAMN48911793,NA,NA,Lake Huron,GAZ:00000135,SB1,NA,NA,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],HABs,0.75,NA,3.17,NA,3,NA,25.2,NA,NA,NA,NA,NA,NA,6.9,327.7,1.7,7.67,0.93,0.32,8.41,NA,NA,25.03,NA,38.62,12.05,0.56,NA,7.44,0.004,NA,NA,NA,NA,NA,NA,NA,0.904,NA,12.24,6.92,NA,NA,NA,NA,NA,NA,Niskin,NA,NA,NA,NA,25.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,21.4,1861,clear,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-22T11:12:00Z,2000-07-22T11:12:00Z,2022,NA,NA,NA,NA
samp_4410,samp_4410,bios_4410,set_41,metagenome,2022-07-22T11:57:00,43.66666667,-83.80683333,SRR33841076,SAMN48911794,NA,NA,NA,NA,NA,NA,TRUE,NA,8761-SRC-86,PRJNA1190886,SAMN48911794,NA,NA,Lake Huron,GAZ:00000135,SB2,NA,NA,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],HABs,0.75,NA,3.81,NA,3,NA,25.6,NA,NA,NA,NA,NA,NA,6.9,319.3,2.0,6.49,0.4,0.25,12.46,NA,NA,24.18,NA,41.16,11.04,0.68,NA,6.31,0.007,NA,NA,NA,NA,NA,NA,NA,0.853,NA,11.04,5.96,NA,NA,NA,NA,NA,NA,Niskin,NA,NA,NA,NA,50.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,26.5,867,clear,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-22T11:57:00Z,2000-07-22T11:57:00Z,2022,NA,NA,NA,NA
samp_4411,samp_4411,bios_4411,set_41,metagenome,2022-07-22T10:32:00,43.73833333,-83.64083333,SRR33841075,SAMN48911795,NA,NA,NA,NA,NA,NA,TRUE,NA,8761-SRC-87,PRJNA1190886,SAMN48911795,NA,NA,Lake Huron,GAZ:00000135,SB14,NA,NA,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],HABs,0.75,NA,3.85,NA,3,NA,24.0,NA,NA,NA,NA,NA,NA,6.9,282.6,1.7,3.26,0.41,0.28,6.83,NA,NA,14.95,NA,27.97,8.52,0.93,NA,15.22,0.108,NA,NA,NA,NA,NA,NA,NA,0.576,NA,6.16,3.84,NA,NA,NA,NA,NA,NA,Niskin,NA,NA,NA,NA,50.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,48.8,1655,clear,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-22T10:32:00Z,2000-07-22T10:32:00Z,2022,NA,NA,NA,NA
samp_4412,samp_4412,bios_4412,set_41,metagenome,2022-08-18T12:03:00,43.64016667,-83.661,SRR33841074,SAMN48911796,NA,NA,NA,NA,NA,NA,TRUE,NA,8761-SRC-88,PRJNA1190886,SAMN48911796,NA,NA,Lake Huron,GAZ:00000135,SB1,NA,NA,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],HABs,0.75,NA,3.68,NA,3,NA,24.3,NA,NA,NA,NA,NA,NA,8,315.5,0.6,7.5,0.33,0.16,2.12,NA,NA,11.53,NA,23.52,7.91,0.64,NA,4.05,0.007,NA,NA,NA,NA,NA,NA,NA,0.85,NA,12.5,3,NA,NA,NA,NA,NA,NA,Niskin,NA,NA,NA,NA,50.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,26.3,1625,clear,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-18T12:03:00Z,2000-08-18T12:03:00Z,2022,NA,NA,NA,NA
samp_4413,samp_4413,bios_4413,set_41,metagenome,2022-08-18T13:12:00,43.66666667,-83.80683333,SRR33841073,SAMN48911797,NA,NA,NA,NA,NA,NA,TRUE,NA,8761-SRC-89,PRJNA1190886,SAMN48911797,NA,NA,Lake Huron,GAZ:00000135,SB2,NA,NA,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],HABs,0.75,NA,4.06,NA,3,NA,24.5,NA,NA,NA,NA,NA,NA,8.2,268.8,1.0,5.81,0.21,NA,1.91,NA,NA,10.24,NA,24.49,11.06,0.65,NA,3.86,0.005,NA,NA,NA,NA,NA,NA,NA,0.6,NA,11.1,5.8,NA,NA,NA,NA,NA,NA,Niskin,NA,NA,NA,NA,50.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9,29.3,1090,clear,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-18T13:12:00Z,2000-08-18T13:12:00Z,2022,NA,NA,NA,NA
